Disk Folder Name,Disk Relative Path,Size (MB),Reconciliation Status,Match Tier,Canonical Title,Canonical Author,Canonical ASIN,Canonical Series
Stephen Fry - Paperweight Vol 1_1,_Uncataloged\Stephen Fry - Paperweight Vol 1_1,157.33,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Paperweight Volume 1,Stephen Fry,,Stephen Fry - Paperweight
Stephen Fry - Paperweight Vol 2_1,_Uncataloged\Stephen Fry - Paperweight Vol 2_1,162.79,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Paperweight Volume 2,Stephen Fry,,Stephen Fry - Paperweight
"Closers, The","_Uncataloged\Closers, The",55.27,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Closers,Michael Connelly,B002V59WS8,A Harry Bosch Novel #11
Black Panther [The Young Prince]_1,_Uncataloged\Black Panther [The Young Prince]_1,158.57,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Marvel’s Black Panther: Sins of the King,"Tananarive Due, Geoffrey Thorne, Mohale Mashigo, Ira Madison, Steven Barnes",B0DJMPNS1T,Marvel audio books
Captain Marvel [Liberation Run]_1,_Uncataloged\Captain Marvel [Liberation Run]_1,750.27,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Captain America: Dark Designs,"Stefan Petrucha, Marvel",1974979512,Marvel Novels #10
Fantastic Four [War Zone]_1,_Uncataloged\Fantastic Four [War Zone]_1,654.18,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Fantastic Four: Doomgate,"Jeffrey Lang, Marvel",1662041802,Marvel audio books
Dreams_1,_Uncataloged\Dreams_1,771.67,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Dr. Strange - The Fate of Dreams,GraphicAudio,,GA - Doctor Strange - The Fate of Dreams
Marvel - Avengers - Everybody Wants To Rule The World [GraphicAudio 256]_1,_Uncataloged\Marvel - Avengers - Everybody Wants To Rule The World [GraphicAudio 256]_1,683.53,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Avengers: Everybody Wants to Rule the World,"Marvel, Dan Abnett",1974978869,Marvel audio books
Marvel - Deadpool 01 - Paws [GraphicAudio-256]_1,_Uncataloged\Marvel - Deadpool 01 - Paws [GraphicAudio-256]_1,694.98,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Deadpool: Paws,"Stefan Petrucha, Marvel",197498043X,Marvel Novels #4
Marvel -Spiderman - Lizard Sanction_1,_Uncataloged\Marvel -Spiderman - Lizard Sanction_1,187.18,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Spider-Man: The Lizard Sanction,Diane Duane,B0038F0EQO,Spider-Man
The Amazing Spiderman CD2_1,_Uncataloged\The Amazing Spiderman CD2_1,135.08,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Camel Spiders: Amazing Facts and Myths About Camel Spiders,Hathai Ross,B0F2DBSC17,Marvel -The Amazing Spiderman (BBC-256k)
Marvel civil war_1,_Uncataloged\Marvel civil war_1,527.1,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Divided We Fall: A Post-Apocalyptic Novel of America's Coming Civil War,Mark Goodwin,B07C3DQCY2,Ava's Crucible #1
Marvel Spider-Man Forever Young -_1,_Uncataloged\Marvel Spider-Man Forever Young -_1,399.39,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Marvel Comics for Dummies,Troy Brownfield,B0FSGQVSGS,Marvel audio books
"Marvel, Alex Irvine - Astonishing X-Men - Days of Future Past [GraphicAudio 256]_1","_Uncataloged\Marvel, Alex Irvine - Astonishing X-Men - Days of Future Past [GraphicAudio 256]_1",537.09,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Marvel Super Heroes: Secret Wars,"Alex Irvine, Marvel",1974980758,Marvel audio books
Marvel’ Doctor Strange_1,_Uncataloged\Marvel’ Doctor Strange_1,56.06,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Marvel's Phase Three,"Marvel Press, Alexander Irvine",B0FGKSRPC1,Marvel's Phase #3
The Amazing Spider-Man (BBC Radio Play)_1,_Uncataloged\The Amazing Spider-Man (BBC Radio Play)_1,270.46,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Amazing Spider-Man 2 Junior Novel,"Marvel Press, Brittany Candau",B0FKCYCL8K,Marvel audio books
Venom [Lethal Protector]_1,_Uncataloged\Venom [Lethal Protector]_1,576.41,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Little Bird,Alisha Williams,B0C63HJBVQ,Black Venom Crew #1
01 - Harry Potter and the Philosophers Stone,_Uncataloged\01 - Harry Potter and the Philosophers Stone,462.0,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Harry Potter and the Philosopher's Stone (Narrated by Stephen Fry),J.K. Rowling,B0D1CSXB3Z,Harry Potter (Narrated by Stephen Fry) #1
02 - Harry Potter and the Chamber of Secrets,_Uncataloged\02 - Harry Potter and the Chamber of Secrets,535.1,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Harry Potter and the Chamber of Secrets (Narrated by Stephen Fry),J.K. Rowling,B0D1CTCS5D,Harry Potter (Narrated by Stephen Fry) #2
03 - Harry Potter and the Prisoner of Azkaban,_Uncataloged\03 - Harry Potter and the Prisoner of Azkaban,664.18,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Harry Potter and the Prisoner of Azkaban (Narrated by Stephen Fry),J.K. Rowling,B0D1CW8W56,Harry Potter (Narrated by Stephen Fry) #3
04 - Harry Potter and the Goblet of Fire,_Uncataloged\04 - Harry Potter and the Goblet of Fire,1152.08,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Harry Potter and the Goblet of Fire (Narrated by Stephen Fry),J.K. Rowling,B0D1C5R1XF,Harry Potter (Narrated by Stephen Fry) #4
05 - Harry Potter and the Order of the Phoenix,_Uncataloged\05 - Harry Potter and the Order of the Phoenix,1600.33,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Harry Potter and the Order of the Phoenix (Narrated by Stephen Fry),J.K. Rowling,B0D1CVZ22J,Harry Potter (Narrated by Stephen Fry) #5
06 - Harry Potter and the Half-Blood Prince,_Uncataloged\06 - Harry Potter and the Half-Blood Prince,1131.26,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Harry Potter and the Half-Blood Prince (Narrated by Stephen Fry),J.K. Rowling,B0D1CWLB8H,Harry Potter (Narrated by Stephen Fry) #6
Harry Potter and the Deathly Hallows - Audiobook,_Uncataloged\Harry Potter and the Deathly Hallows - Audiobook,891.71,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,HPatDH Disk1,J.K. Rowling,,Harry Potter Audio Books - By Stephen Fry (UK Version)
Harry Potter and the Deathly Hallows Read By Stephen Fry,_Uncataloged\Harry Potter and the Deathly Hallows Read By Stephen Fry,1320.74,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Harry Potter and the Deathly Hallows (Narrated by Stephen Fry),J.K. Rowling,B0D1CWTPYD,Harry Potter (Narrated by Stephen Fry) #7
More Scary Stories To Tell In The Dark,_Uncataloged\More Scary Stories To Tell In The Dark,89.64,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Scary Stories Disc 2,Alvin Schwartz,,Scary Stories To Tell In The Dark - Audio Books
Scary Stories To Tell In The Dark,_Uncataloged\Scary Stories To Tell In The Dark,95.33,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The 30 Best Scary Stories to Tell in the Dark,Tom Black,B0D6KPTMSX,Scary Stories To Tell In The Dark - Audio Books
Salem's Lot (Disc 15),_Uncataloged\Salem's Lot (Disc 15),27.38,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,El misterio de Salem's Lot [Salem's Lot],"Stephen King, Marta Isabel Gustavino Castro",B01N8RXNTM,Stephen King - Salems Lot
Origins - Neil deGrasse Tyson - Audiobook - Unabridged mp3_1,_Uncataloged\Origins - Neil deGrasse Tyson - Audiobook - Unabridged mp3_1,240.77,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,"Origins, Revised and Updated","Neil deGrasse Tyson, Donald Goldsmith",B0B2KRTN5Z,Neil Degrasse Tyson
Neil Degrasse Tyson_dup_4263,_Uncataloged\Neil Degrasse Tyson_dup_4263,422.54,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Letters from an Astrophysicist,Neil deGrasse Tyson,B07VQJB4NF,
Origins - Neil deGrasse Tyson - Audiobook - Unabridged mp3_2,_Uncataloged\Origins - Neil deGrasse Tyson - Audiobook - Unabridged mp3_2,241.3,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,"Origins, Revised and Updated","Neil deGrasse Tyson, Donald Goldsmith",B0B2KRTN5Z,Neil Degrasse Tyson
Quintissential Phase,_Uncataloged\Quintissential Phase,50.93,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Hitchhiker's Guide To The Galaxy: Quandary Phase,Douglas Adams,B002V5BIDA,Hitchhiker's Guide (radio plays) #4
Tertiary Phase,_Uncataloged\Tertiary Phase,88.75,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Hitchhiker's Guide To The Galaxy: Tertiary Phase,Douglas Adams,B002V0TFUI,Hitchhiker's Guide (radio plays) #3
Book 3 - Second Foundation_1,_Uncataloged\Book 3 - Second Foundation_1,102.99,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Fundación [Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BTV3BQDY,Foundation [Spanish Edition] #3
Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_1,_Uncataloged\Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_1,213.25,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Caves of Steel Disc 1,Isaac Asimov,,Isaac Asimov_dup_4263 #1
Azazel_1,_Uncataloged\Azazel_1,164.86,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Book of Azazel,E.A. Koetting,B0F5KR326Y,Isaac Asimov_dup_4263
Book 3 - Second Foundation_2,_Uncataloged\Book 3 - Second Foundation_2,205.1,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Fundación [Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BTV3BQDY,Foundation [Spanish Edition] #3
F01 - Foundation_1,_Uncataloged\F01 - Foundation_1,169.31,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Segunda Fundación [Second Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BV7MGYFH,Foundation [Spanish Edition] #5
Fantastic Voyage_1,_Uncataloged\Fantastic Voyage_1,180.07,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,This Is Your Captain Speaking,"Gavin MacLeod, Mark Dagostino",B00G044FC4,Isaac Asimov_dup_4263
Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_2,_Uncataloged\Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_2,213.25,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Caves of Steel Disc 1,Isaac Asimov,,Isaac Asimov_dup_4263 #1
Azazel_2,_Uncataloged\Azazel_2,164.86,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Book of Azazel,E.A. Koetting,B0F5KR326Y,Isaac Asimov_dup_4263
Book 3 - Second Foundation_3,_Uncataloged\Book 3 - Second Foundation_3,205.1,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Fundación [Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BTV3BQDY,Foundation [Spanish Edition] #3
F01 - Foundation_2,_Uncataloged\F01 - Foundation_2,169.31,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Segunda Fundación [Second Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BV7MGYFH,Foundation [Spanish Edition] #5
Fantastic Voyage_2,_Uncataloged\Fantastic Voyage_2,180.07,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,This Is Your Captain Speaking,"Gavin MacLeod, Mark Dagostino",B00G044FC4,Isaac Asimov_dup_4263
Robots & Empire_2,_Uncataloged\Robots & Empire_2,396.79,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Robots e Imperio [Robots and Empire],"Isaac Asimov, Rosa Sánchez de Naveira - translator",B0BXFNTYWZ,Serie de los robots [Robot Series] #5
The Greeks_2,_Uncataloged\The Greeks_2,285.18,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Odyssey,Stephen Fry,B0F38S8J8S,Mythos #4
Robots & Empire_1,_Uncataloged\Robots & Empire_1,396.79,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Robots e Imperio [Robots and Empire],"Isaac Asimov, Rosa Sánchez de Naveira - translator",B0BXFNTYWZ,Serie de los robots [Robot Series] #5
The Greeks_1,_Uncataloged\The Greeks_1,285.18,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Odyssey,Stephen Fry,B0F38S8J8S,Mythos #4
Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_3,_Uncataloged\Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_3,213.25,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Caves of Steel Disc 1,Isaac Asimov,,Isaac Asimov_dup_4263 #1
Azazel_3,_Uncataloged\Azazel_3,164.86,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Book of Azazel,E.A. Koetting,B0F5KR326Y,Isaac Asimov_dup_4263
Book 3 - Second Foundation_4,_Uncataloged\Book 3 - Second Foundation_4,205.1,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Fundación [Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BTV3BQDY,Foundation [Spanish Edition] #3
F01 - Foundation_3,_Uncataloged\F01 - Foundation_3,170.37,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Segunda Fundación [Second Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BV7MGYFH,Foundation [Spanish Edition] #5
Fantastic Voyage_3,_Uncataloged\Fantastic Voyage_3,180.07,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,This Is Your Captain Speaking,"Gavin MacLeod, Mark Dagostino",B00G044FC4,Isaac Asimov_dup_4263
Book 3 - Second Foundation_5,_Uncataloged\Book 3 - Second Foundation_5,102.99,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Fundación [Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BTV3BQDY,Foundation [Spanish Edition] #3
Robots & Empire_3,_Uncataloged\Robots & Empire_3,396.79,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Robots e Imperio [Robots and Empire],"Isaac Asimov, Rosa Sánchez de Naveira - translator",B0BXFNTYWZ,Serie de los robots [Robot Series] #5
The Greeks_3,_Uncataloged\The Greeks_3,285.18,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Odyssey,Stephen Fry,B0F38S8J8S,Mythos #4
Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_4,_Uncataloged\Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_4,213.25,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Caves of Steel Disc 1,Isaac Asimov,,Isaac Asimov_dup_4263 #1
Azazel_4,_Uncataloged\Azazel_4,164.86,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Book of Azazel,E.A. Koetting,B0F5KR326Y,Isaac Asimov_dup_4263
Book 3 - Second Foundation_6,_Uncataloged\Book 3 - Second Foundation_6,205.1,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Fundación [Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BTV3BQDY,Foundation [Spanish Edition] #3
F01 - Foundation_4,_Uncataloged\F01 - Foundation_4,170.37,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Segunda Fundación [Second Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BV7MGYFH,Foundation [Spanish Edition] #5
Fantastic Voyage_4,_Uncataloged\Fantastic Voyage_4,180.07,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,This Is Your Captain Speaking,"Gavin MacLeod, Mark Dagostino",B00G044FC4,Isaac Asimov_dup_4263
Robots & Empire_4,_Uncataloged\Robots & Empire_4,396.79,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Robots e Imperio [Robots and Empire],"Isaac Asimov, Rosa Sánchez de Naveira - translator",B0BXFNTYWZ,Serie de los robots [Robot Series] #5
The Greeks_4,_Uncataloged\The Greeks_4,285.18,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Odyssey,Stephen Fry,B0F38S8J8S,Mythos #4
Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_5,_Uncataloged\Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_5,213.25,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Caves of Steel Disc 1,Isaac Asimov,,Isaac Asimov_dup_4263 #1
Azazel_5,_Uncataloged\Azazel_5,164.86,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Book of Azazel,E.A. Koetting,B0F5KR326Y,Isaac Asimov_dup_4263
Book 3 - Second Foundation_7,_Uncataloged\Book 3 - Second Foundation_7,205.1,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Fundación [Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BTV3BQDY,Foundation [Spanish Edition] #3
F01 - Foundation_5,_Uncataloged\F01 - Foundation_5,169.31,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Segunda Fundación [Second Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BV7MGYFH,Foundation [Spanish Edition] #5
Fantastic Voyage_5,_Uncataloged\Fantastic Voyage_5,180.07,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,This Is Your Captain Speaking,"Gavin MacLeod, Mark Dagostino",B00G044FC4,Isaac Asimov_dup_4263
Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_6,_Uncataloged\Asimov - R. Daneel Olivaw - Book 01 - Caves Of Steel_6,213.25,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Caves of Steel Disc 1,Isaac Asimov,,Isaac Asimov_dup_4263 #1
Azazel_6,_Uncataloged\Azazel_6,164.86,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Book of Azazel,E.A. Koetting,B0F5KR326Y,Isaac Asimov_dup_4263
Book 3 - Second Foundation_8,_Uncataloged\Book 3 - Second Foundation_8,205.1,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Fundación [Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BTV3BQDY,Foundation [Spanish Edition] #3
F01 - Foundation_6,_Uncataloged\F01 - Foundation_6,169.31,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Segunda Fundación [Second Foundation],"Isaac Asimov, Pilar Giralt Gorina - translator",B0BV7MGYFH,Foundation [Spanish Edition] #5
Fantastic Voyage_6,_Uncataloged\Fantastic Voyage_6,180.07,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,This Is Your Captain Speaking,"Gavin MacLeod, Mark Dagostino",B00G044FC4,Isaac Asimov_dup_4263
Robots & Empire_6,_Uncataloged\Robots & Empire_6,396.79,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Robots e Imperio [Robots and Empire],"Isaac Asimov, Rosa Sánchez de Naveira - translator",B0BXFNTYWZ,Serie de los robots [Robot Series] #5
Robots & Empire_5,_Uncataloged\Robots & Empire_5,396.79,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Robots e Imperio [Robots and Empire],"Isaac Asimov, Rosa Sánchez de Naveira - translator",B0BXFNTYWZ,Serie de los robots [Robot Series] #5
The Greeks_5,_Uncataloged\The Greeks_5,285.18,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Odyssey,Stephen Fry,B0F38S8J8S,Mythos #4
10-The Dangerous Games[Jedi Quest Book 3]_1,_Uncataloged\10-The Dangerous Games[Jedi Quest Book 3]_1,132.71,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Jedi Quest #3: The Dangerous Games,Jude Watson,B002V5GUEC,"Star Wars: Legends, Jedi Quest (abridged) #3"
103-Sacrifice[Legacy Of The Force Book 5],_Uncataloged\103-Sacrifice[Legacy Of The Force Book 5],342.3,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Legacy of the Force: Sacrifice,Karen Traviss,B002V1BRRG,Star Wars: Legacy of the Force - Legends (abridged) #5
104-Inferno[Legacy Of The Force Book 6]_1,_Uncataloged\104-Inferno[Legacy Of The Force Book 6]_1,343.84,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Legacy of the Force: Tempest,Troy Denning,B002V02JGA,Star Wars: Legacy of the Force - Legends (abridged) #3
105-Fury[Legacy Of The Force Book 7],_Uncataloged\105-Fury[Legacy Of The Force Book 7],344.53,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Legacy of the Force: Fury,Aaron Allston,B002V1JD4U,Star Wars: Legacy of the Force - Legends (abridged) #7
106-Revelation[Legacy Of The Force Book 8]_1,_Uncataloged\106-Revelation[Legacy Of The Force Book 8]_1,410.21,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Legacy of the Force: Revelation,Karen Traviss,B002V0PZ0M,Star Wars: Legacy of the Force - Legends (abridged) #8
11-The Master of Disguise[Jedi Quest Book 4]_1,_Uncataloged\11-The Master of Disguise[Jedi Quest Book 4]_1,130.74,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Jedi Quest #4: The Master of Disguise,Jude Watson,B002V0GF9M,"Star Wars: Legends, Jedi Quest (abridged) #4"
12-The Approaching Storm_1,_Uncataloged\12-The Approaching Storm_1,292.03,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: The Approaching Storm,Alan Dean Foster,B002V8HD5E,star warz bukz
13-Attack Of The Clones_1,_Uncataloged\13-Attack Of The Clones_1,178.75,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Episode II: Attack of the Clones,R.A. Salvatore,B002V8KTBE,Star Wars #13
14-Shatterpoint_1,_Uncataloged\14-Shatterpoint_1,132.62,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Shatterpoint,Matthew Stover,B002V1ADJY,star warz bukz
15-The Cestus Deception_1,_Uncataloged\15-The Cestus Deception_1,138.64,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Clone Wars: The Cestus Deception,Steven Barnes,B002V1LQOU,Star Wars: A Clone Wars Novel - Legends #3
16-Battle Surgeons[Medstar Book 1]_1,_Uncataloged\16-Battle Surgeons[Medstar Book 1]_1,175.81,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Medstar I: Battle Surgeons,"Michael Reaves, Steve Perry",B002V1NLNO,Star Wars
17-Jedi Healer[Medstar Book 2]_1,_Uncataloged\17-Jedi Healer[Medstar Book 2]_1,155.89,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: MedStar II: Jedi Healer,"Michael Reaves, Steve Perry",B002VACPIM,Star Wars
18-Jedi Trial,_Uncataloged\18-Jedi Trial,276.44,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Jedi Trial,"David Sherman, Dan Cragg",B002V8HNYK,Star Wars: A Clone Wars Novel - Legends #6
19-Dark Rendezvous_1,_Uncataloged\19-Dark Rendezvous_1,210.79,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Yoda: Dark Rendezvous: Star Wars Legends,Sean Stewart,B0CKS1RXYF,Star Wars: Legends
20-Labyrinth Of Evil_1,_Uncataloged\20-Labyrinth Of Evil_1,278.46,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Labyrinth of Evil: Star Wars,James Luceno,B002V1C4J6,Star Wars
22-The Rise Of Darth Vader_1,_Uncataloged\22-The Rise Of Darth Vader_1,367.13,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Dark Lord: The Rise of Darth Vader,James Luceno,B002V0KP4I,Star Wars
24-The Hutt Gambit[Han Solo Trilogy Book 2]_1,_Uncataloged\24-The Hutt Gambit[Han Solo Trilogy Book 2]_1,41.31,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,The Paradise Snare: Star Wars (The Han Solo Trilogy),A. C. Crispin,B002V1LWAS,Star Wars: The Han Solo Trilogy - Legends (abridged) #1
25-Rebel Dawn[Han Solo Trilogy Book 3]_1,_Uncataloged\25-Rebel Dawn[Han Solo Trilogy Book 3]_1,141.67,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: The Han Solo Trilogy: Rebel Dawn,A. C. Crispin,B002V1BHV2,Star Wars: The Han Solo Trilogy - Legends (abridged) #3
27-A New Hope_1,_Uncataloged\27-A New Hope_1,129.76,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars™ - Episode IV - Eine neue Hoffnung,"George Lucas, Tony Westermayr",B01M0PUVAE,Star Wars #4
27.2-A New Hope Radio Drama_1,_Uncataloged\27.2-A New Hope Radio Drama_1,489.09,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Radio Drama - Star Wars Episode IV,Brian Daley,,Star Wars
3-Cloak of Deception_1,_Uncataloged\3-Cloak of Deception_1,127.4,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Cloak of Deception,James Luceno,B002V0RM3A,Star Wars
32-The Empire Strikes Back_1,_Uncataloged\32-The Empire Strikes Back_1,130.02,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Das Imperium schlägt zurück,Donald F. Glut,B01M0PTDDJ,Star Wars #5
32.2-The Empire Strikes Back Radio Drama_1,_Uncataloged\32.2-The Empire Strikes Back Radio Drama_1,364.33,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Radio Drama - Star Wars Episode V,Brian Daley,,Star Wars
33-Shadow Of The Empire_1,_Uncataloged\33-Shadow Of The Empire_1,120.16,PROMOTABLE_TO_CANONICAL,Tier 2: Leaf Folder Match,Star Wars: Shadows of the Empire,Steve Perry,B002VA9F2G,Star Wars
